gsis_id,pff_id
00-0027321,5861
00-0027322,5862
00-0027325,5863
00-0027329,5866
00-0027332,5867
00-0027333,5868
00-0027337,5870
00-0027338,5871
00-0027339,5872
00-0027346,5877
00-0027347,5878
00-0027349,5880
00-0027350,5881
00-0027352,5883
00-0027353,5884
00-0027355,5886
00-0027356,5887
00-0027358,5888
00-0027359,5889
00-0027360,5890
00-0027362,5892
00-0027369,5898
00-0027371,5900
00-0027375,5903
00-0027377,5905
00-0027378,5906
00-0027385,5909
00-0027401,5914
00-0027402,5915
00-0027411,5921
00-0027412,5922
00-0027415,5923
00-0027416,5924
00-0027417,5925
00-0027419,5926
00-0027421,5928
00-0027422,5929
00-0027427,5933
00-0027429,5935
00-0027431,5936
00-0027435,5940
00-0027437,5941
00-0027440,5943
00-0027441,5944
00-0027442,5945
00-0027444,5947
00-0027445,5948
00-0027450,5950
00-0027451,5951
00-0027456,5955
00-0027467,5962
00-0027468,5963
00-0027469,5964
00-0027470,5965
00-0027471,5966
00-0027477,5970
00-0027485,5976
00-0027498,5985
00-0027499,5986
00-0027500,5987
00-0027501,5988
00-0027502,5989
00-0027503,5990
00-0027506,5992
00-0027507,5993
00-0027511,5995
00-0027518,6000
00-0027520,6001
00-0027528,6005
00-0027531,6007
00-0027532,6008
00-0027539,6013
00-0027542,6014
00-0027547,6017
00-0027551,6018
00-0027555,6019
00-0027557,6020
00-0027560,6022
00-0027562,6024
00-0027567,6028
00-0027571,6030
00-0027573,6031
00-0027581,6035
00-0027583,6037
00-0027585,6039
00-0027597,6046
00-0027598,6047
00-0027616,6051
00-0027618,6053
00-0027624,6055
00-0027628,6056
00-0027639,6062
00-0027849,6067
00-0027851,6071
00-0027853,6073
00-0027896,6074
00-0027897,6075
00-0027912,6106
00-0027495,6112
00-0027197,6117
00-0027914,6118
00-0027384,6119
00-0027915,6120
00-0027917,6124
00-0027918,6125
00-0026826,6127
00-0027920,6129
00-0027460,6136
00-0027595,6139
00-0027925,6142
00-0027929,6147
00-0028359,6152
00-0027939,6153
00-0027940,6154
00-0027941,6155
00-0027942,6156
00-0027943,6157
00-0027944,6158
00-0027945,6159
00-0027946,6160
00-0027947,6161
00-0027948,6162
00-0027949,6163
00-0027950,6164
00-0027951,6165
00-0027952,6166
00-0027953,6167
00-0027954,6168
00-0027955,6169
00-0027956,6170
00-0027957,6171
00-0027958,6172
00-0027959,6173
00-0027960,6174
00-0027961,6175
00-0027962,6176
00-0027963,6177
00-0027964,6178
00-0027965,6179
00-0027966,6180
00-0027967,6181
00-0027968,6182
00-0027969,6183
00-0027970,6184
00-0027971,6185
00-0027972,6186
00-0027973,6187
00-0027974,6188
00-0027975,6189
00-0027976,6190
00-0027977,6191
00-0027978,6192
00-0027979,6193
00-0027980,6194
00-0027981,6195
00-0027982,6196
00-0027983,6197
00-0027984,6198
00-0027985,6199
00-0027986,6200
00-0027987,6201
00-0027988,6202
00-0027989,6203
00-0027990,6204
00-0027991,6205
00-0027992,6206
00-0027993,6207
00-0027994,6208
00-0027995,6209
00-0027996,6210
00-0027997,6211
00-0027998,6212
00-0027999,6213
00-0028000,6214
00-0028001,6215
00-0028002,6216
00-0028003,6217
00-0028004,6218
00-0028005,6219
00-0028006,6220
00-0028007,6221
00-0028008,6222
00-0028009,6223
00-0028010,6224
00-0028011,6225
00-0028012,6226
00-0028013,6227
00-0028014,6228
00-0028015,6229
00-0028016,6230
00-0028017,6231
00-0028018,6232
00-0028019,6233
00-0028020,6234
00-0028021,6235
00-0028022,6236
00-0028023,6237
00-0028024,6238
00-0028025,6239
00-0028026,6240
00-0028027,6241
00-0028028,6242
00-0028029,6243
00-0028030,6244
00-0028031,6245
00-0028032,6246
00-0028033,6247
00-0028034,6248
00-0028035,6249
00-0028036,6250
00-0028037,6251
00-0028038,6252
00-0028039,6253
00-0028040,6254
00-0028041,6255
00-0028042,6256
00-0028043,6257
00-0028044,6258
00-0028045,6259
00-0028046,6260
00-0028047,6261
00-0028048,6262
00-0028049,6263
00-0028050,6264
00-0028051,6265
00-0028052,6266
00-0028053,6267
00-0028054,6268
00-0028055,6269
00-0028056,6270
00-0028057,6271
00-0028058,6272
00-0028059,6273
00-0028060,6274
00-0028061,6275
00-0028062,6276
00-0028063,6277
00-0028064,6278
00-0028065,6279
00-0028066,6280
00-0028067,6281
00-0028068,6282
00-0028069,6283
00-0028070,6284
00-0028071,6285
00-0028073,6287
00-0028074,6288
00-0028075,6289
00-0028076,6290
00-0028077,6291
00-0028078,6292
00-0028079,6293
00-0028080,6294
00-0028081,6295
00-0028082,6296
00-0028083,6297
00-0028084,6298
00-0028086,6300
00-0028087,6301
00-0028088,6302
00-0028089,6303
00-0028090,6304
00-0028091,6305
00-0028092,6306
00-0028093,6307
00-0028094,6308
00-0028095,6309
00-0028096,6310
00-0028097,6311
00-0028098,6312
00-0028099,6313
00-0028100,6314
00-0028101,6315
00-0028102,6316
00-0028103,6317
00-0028104,6318
00-0028105,6319
00-0028107,6321
00-0028108,6322
00-0028110,6324
00-0028111,6325
00-0028112,6326
00-0028113,6327
00-0028114,6328
00-0028115,6329
00-0028116,6330
00-0028117,6331
00-0028118,6332
00-0028119,6333
00-0028121,6335
00-0028122,6336
00-0028123,6337
00-0028124,6338
00-0028125,6339
00-0028126,6340
00-0028127,6341
00-0028128,6342
00-0028129,6343
00-0028130,6344
00-0028131,6345
00-0028133,6347
00-0028135,6349
00-0028136,6350
00-0028137,6351
00-0028139,6353
00-0028140,6354
00-0028142,6356
00-0028143,6357
00-0028144,6358
00-0028145,6359
00-0028146,6360
00-0028149,6363
00-0028150,6364
00-0028151,6365
00-0028152,6366
00-0028153,6367
00-0028155,6369
00-0028156,6370
00-0028158,6372
00-0028159,6373
00-0028160,6374
00-0028162,6376
00-0028163,6377
00-0028167,6381
00-0028168,6382
00-0028169,6383
00-0028170,6384
00-0028171,6385
00-0028172,6386
00-0028173,6387
00-0028174,6388
00-0028177,6391
00-0028178,6392
00-0028179,6393
00-0028180,6394
00-0028182,6396
00-0028183,6397
00-0028185,6399
00-0028186,6400
00-0028187,6401
00-0028189,6403
00-0028190,6404
00-0028191,6405
00-0028192,6406
00-0028194,6408
00-0028685,6411
00-0028362,6413
00-0028368,6419
00-0028613,6420
00-0028690,6422
00-0028369,6423
00-0028196,6424
00-0028374,6428
00-0028614,6431
00-0028198,6432
00-0028376,6434
00-0028377,6435
00-0028201,6439
00-0028202,6440
00-0028207,6444
00-0028208,6445
00-0028211,6447
00-0028221,6454
00-0028224,6457
00-0028230,6462
00-0028237,6468
00-0028238,6469
00-0028239,6470
00-0028240,6471
00-0028241,6472
00-0028242,6473
00-0028249,6476
00-0028250,6477
00-0028251,6478
00-0028253,6480
00-0028256,6483
00-0028260,6487
00-0028263,6489
00-0028267,6493
00-0028270,6496
00-0028274,6499
00-0028275,6500
00-0028278,6503
00-0028279,6504
00-0028284,6508
00-0028286,6509
00-0028288,6511
00-0028291,6514
00-0028292,6515
00-0028293,6516
00-0028294,6517
00-0028307,6525
00-0028308,6526
00-0028309,6527
00-0028311,6529
00-0028318,6536
00-0028325,6543
00-0028332,6551
00-0028334,6553
00-0028337,6556
00-0028338,6557
00-0028339,6558
00-0028344,6563
00-0028345,6564
00-0028347,6566
00-0028349,6568
00-0028352,6570
00-0028353,6571
00-0028357,6575
00-0028381,6577
00-0028383,6578
00-0028391,6584
00-0028394,6586
00-0028400,6590
00-0028401,6591
00-0028406,6594
00-0028409,6595
00-0028410,6596
00-0028411,6597
00-0028414,6600
00-0028415,6601
00-0028416,6602
00-0028417,6603
00-0028420,6605
00-0028424,6607
00-0028426,6609
00-0028434,6615
00-0028441,6621
00-0028442,6622
00-0028443,6623
00-0028445,6625
00-0028450,6629
00-0028451,6630
00-0028452,6631
00-0028453,6632
00-0028454,6633
00-0028458,6637
00-0028465,6643
00-0028469,6647
00-0028479,6655
00-0028480,6656
00-0028486,6660
00-0028488,6662
00-0028492,6666
00-0028493,6667
00-0028495,6669
00-0028496,6670
00-0028497,6671
00-0028505,6678
00-0028509,6681
00-0028517,6687
00-0028518,6688
00-0028522,6689
00-0028526,6692
00-0028532,6696
00-0028533,6697
00-0028536,6699
00-0028542,6705
00-0028543,6706
00-0028550,6712
00-0028554,6714
00-0028555,6715
00-0028564,6722
00-0028565,6723
00-0028570,6727
00-0028573,6729
00-0028574,6730
00-0028575,6731
00-0028582,6737
00-0028586,6741
00-0028588,6742
00-0028591,6745
00-0028595,6749
00-0028596,6750
00-0028597,6751
00-0028598,6752
00-0028600,6754
00-0028601,6755
00-0028602,6756
00-0028605,6759
00-0028606,6760
00-0028620,6767
00-0028621,6768
00-0028627,6771
00-0028631,6773
00-0028646,6782
00-0028650,6786
00-0028651,6787
00-0028653,6789
00-0028656,6792
00-0028660,6796
00-0028662,6797
00-0028664,6798
00-0028665,6799
00-0028666,6800
00-0028668,6802
00-0028676,6809
00-0028678,6810
00-0028694,6814
00-0028695,6815
00-0028698,6817
00-0028702,6820
00-0028705,6823
00-0028706,6824
00-0028707,6825
00-0028722,6837
00-0028738,6848
00-0028742,6852
00-0028746,6856
00-0028787,6860
00-0028755,6861
00-0028767,6871
00-0028792,6889
00-0028795,6892
00-0027719,6910
00-0028295,6915
00-0027836,6919
00-0027464,6921
00-0028750,6931
00-0028439,6936
00-0028823,6938
00-0028736,6939
00-0028825,6944
00-0028824,6945
00-0028373,6946
00-0027187,6979
00-0028360,6985
00-0029650,6986
00-0028994,6988
00-0028836,6989
00-0028403,6995
00-0028581,6997
00-0028830,6998
00-0029407,6999
00-0029717,7000
00-0029619,7002
00-0028834,7003
00-0028835,7004
00-0028842,7005
00-0029668,7007
00-0029665,7008
00-0029675,7009
00-0029687,7010
00-0029707,7011
00-0029676,7012
00-0029670,7013
00-0029701,7014
00-0029248,7015
00-0029542,7016
00-0029688,7017
00-0029653,7018
00-0029638,7019
00-0029630,7020
00-0029193,7021
00-0029559,7022
00-0029560,7023
00-0029249,7024
00-0029250,7025
00-0029708,7026
00-0029585,7027
00-0029677,7028
00-0029672,7029
00-0029669,7030
00-0029643,7031
00-0029592,7032
00-0029408,7033
00-0029654,7034
00-0029613,7035
00-0029251,7036
00-0029640,7037
00-0029697,7038
00-0029252,7039
00-0029586,7040
00-0029253,7041
00-0029600,7042
00-0029681,7043
00-0029254,7044
00-0029561,7045
00-0029593,7046
00-0028995,7047
00-0029137,7048
00-0029409,7049
00-0029255,7050
00-0029410,7051
00-0029256,7052
00-0029626,7053
00-0029257,7054
00-0029566,7055
00-0029258,7056
00-0029209,7057
00-0029411,7058
00-0029682,7059
00-0029562,7060
00-0029412,7061
00-0029259,7062
00-0029260,7063
00-0029261,7064
00-0029262,7065
00-0029689,7066
00-0029690,7067
00-0029691,7068
00-0029683,7069
00-0029673,7070
00-0029660,7071
00-0029692,7072
00-0029666,7073
00-0029693,7074
00-0029525,7075
00-0029543,7076
00-0029263,7077
00-0029679,7078
00-0029607,7079
00-0029694,7080
00-0029526,7081
00-0029639,7082
00-0029641,7083
00-0029632,7084
00-0029264,7085
00-0029265,7086
00-0029594,7087
00-0029266,7088
00-0029567,7089
00-0029657,7090
00-0029527,7091
00-0029608,7092
00-0029684,7093
00-0029267,7094
00-0029699,7095
00-0029614,7096
00-0029615,7097
00-0029268,7098
00-0029413,7099
00-0029269,7100
00-0029563,7101
00-0029604,7102
00-0029270,7103
00-0029271,7104
00-0029272,7105
00-0029273,7106
00-0029274,7107
00-0029609,7108
00-0029138,7109
00-0029275,7110
00-0029276,7111
00-0029528,7112
00-0029647,7113
00-0029277,7114
00-0029529,7115
00-0029414,7116
00-0029278,7117
00-0029572,7118
00-0029545,7119
00-0029279,7120
00-0029415,7121
00-0029667,7122
00-0029416,7123
00-0029280,7124
00-0029210,7125
00-0029417,7126
00-0029281,7127
00-0029587,7128
00-0029631,7129
00-0029282,7130
00-0029283,7131
00-0029284,7132
00-0029211,7133
00-0029648,7134
00-0029212,7135
00-0029575,7136
00-0029418,7137
00-0029139,7138
00-0029286,7139
00-0029590,7140
00-0029287,7141
00-0029213,7142
00-0029616,7143
00-0029546,7144
00-0029633,7145
00-0029419,7146
00-0029289,7147
00-0029595,7148
00-0029214,7149
00-0029420,7150
00-0029627,7151
00-0029140,7152
00-0029290,7153
00-0029291,7155
00-0029617,7156
00-0029292,7157
00-0029293,7158
00-0029215,7159
00-0029702,7160
00-0029294,7161
00-0029547,7162
00-0029621,7163
00-0029295,7164
00-0029141,7165
00-0029422,7166
00-0029576,7167
00-0029296,7168
00-0029661,7169
00-0029297,7170
00-0029142,7171
00-0029564,7172
00-0029299,7173
00-0029531,7174
00-0029634,7175
00-0029143,7176
00-0029577,7177
00-0029628,7178
00-0029588,7179
00-0029423,7180
00-0029144,7181
00-0029424,7182
00-0029425,7183
00-0029216,7184
00-0029300,7185
00-0029427,7187
00-0029428,7189
00-0029303,7190
00-0029548,7191
00-0029304,7192
00-0029570,7193
00-0029578,7195
00-0029589,7196
00-0029145,7197
00-0028996,7198
00-0029571,7200
00-0029305,7201
00-0029307,7204
00-0029551,7205
00-0029635,7206
00-0029217,7207
00-0029596,7208
00-0029146,7209
00-0029203,7210
00-0029580,7211
00-0029622,7212
00-0029429,7213
00-0029629,7214
00-0029204,7215
00-0029308,7216
00-0029659,7218
00-0029552,7219
00-0029309,7220
00-0029310,7221
00-0029311,7222
00-0029312,7223
00-0029553,7224
00-0029219,7225
00-0029642,7226
00-0029314,7227
00-0029220,7228
00-0029316,7229
00-0029430,7230
00-0029317,7231
00-0029612,7233
00-0029554,7234
00-0028846,7235
00-0028847,7236
00-0028848,7237
00-0028852,7238
00-0028853,7239
00-0028860,7243
00-0028861,7244
00-0028862,7245
00-0028865,7246
00-0028866,7247
00-0028868,7248
00-0028870,7250
00-0028871,7251
00-0028872,7252
00-0028875,7255
00-0028876,7256
00-0028878,7258
00-0028883,7261
00-0028891,7266
00-0028892,7267
00-0028895,7268
00-0028899,7271
00-0028903,7274
00-0028904,7275
00-0028905,7276
00-0028906,7277
00-0028908,7279
00-0028912,7280
00-0028913,7281
00-0028918,7285
00-0028919,7286
00-0028924,7288
00-0028932,7292
00-0028933,7293
00-0028942,7297
00-0028943,7298
00-0028944,7299
00-0028946,7301
00-0028952,7302
00-0028954,7303
00-0028955,7304
00-0028957,7305
00-0028958,7306
00-0028959,7307
00-0028961,7309
00-0028963,7310
00-0028971,7314
00-0028974,7315
00-0028978,7317
00-0028981,7318
00-0028983,7320
00-0028984,7321
00-0028985,7322
00-0028986,7323
00-0028987,7324
00-0028989,7326
00-0028992,7327
00-0028993,7328
00-0029000,7330
00-0029001,7331
00-0029004,7332
00-0029005,7333
00-0029006,7334
00-0029007,7335
00-0029008,7336
00-0029009,7337
00-0029010,7338
00-0029014,7340
00-0029015,7341
00-0029017,7342
00-0029030,7348
00-0029033,7351
00-0029036,7352
00-0029038,7353
00-0029039,7354
00-0029040,7355
00-0029046,7359
00-0029047,7360
00-0029048,7361
00-0029050,7362
00-0029051,7363
00-0029052,7364
00-0029053,7365
00-0029054,7366
00-0029055,7367
00-0029058,7369
00-0029060,7371
00-0029061,7372
00-0029063,7373
00-0029065,7374
00-0029066,7375
00-0029067,7376
00-0029068,7377
00-0029070,7378
00-0029071,7379
00-0029074,7381
00-0029087,7385
00-0029099,7389
00-0029101,7390
00-0029102,7391
00-0029103,7392
00-0029104,7393
00-0029107,7396
00-0029108,7397
00-0029110,7399
00-0029111,7400
00-0029112,7401
00-0029118,7405
00-0029119,7406
00-0029121,7408
00-0029123,7410
00-0029127,7414
00-0029128,7415
00-0029129,7416
00-0029133,7417
00-0029134,7418
00-0029135,7419
00-0029148,7420
00-0029151,7423
00-0029159,7428
00-0029164,7431
00-0029165,7432
00-0029166,7433
00-0029167,7434
00-0029168,7435
00-0029170,7436
00-0029171,7437
00-0029174,7439
00-0029175,7440
00-0029177,7442
00-0029183,7445
00-0029186,7447
00-0029191,7450
00-0029195,7452
00-0029197,7454
00-0029201,7456
00-0029205,7457
00-0029207,7458
00-0029208,7459
00-0029221,7460
00-0029227,7463
00-0029232,7464
00-0029233,7465
00-0029234,7466
00-0029239,7469
00-0029246,7470
00-0029319,7472
00-0029321,7473
00-0029324,7474
00-0029328,7477
00-0029335,7480
00-0029336,7481
00-0029339,7483
00-0029343,7486
00-0029349,7490
00-0029351,7492
00-0029354,7493
00-0029355,7494
00-0029356,7495
00-0029360,7497
00-0029361,7498
00-0029366,7500
00-0029367,7501
00-0029368,7502
00-0029372,7503
00-0029373,7504
00-0029377,7507
00-0029379,7508
00-0029384,7511
00-0029388,7513
00-0029389,7514
00-0029391,7515
00-0029394,7516
00-0029396,7518
00-0029400,7521
00-0029401,7522
00-0029402,7523
00-0029431,7527
00-0029432,7528
00-0029435,7530
00-0029438,7532
00-0029440,7533
00-0029441,7534
00-0029451,7539
00-0029454,7542
00-0029456,7544
00-0029463,7548
00-0029464,7549
00-0029465,7550
00-0029468,7553
00-0029469,7554
00-0029470,7555
00-0029479,7561
00-0029486,7566
00-0029491,7571
00-0029492,7572
00-0029493,7573
00-0029494,7574
00-0029495,7575
00-0029502,7579
00-0029507,7584
00-0029510,7585
00-0029511,7586
00-0029514,7587
00-0029517,7590
00-0029518,7591
00-0029520,7593
00-0029521,7594
00-0029536,7597
00-0029597,7604
00-0029601,7605
00-0029605,7608
00-0029623,7610
00-0029644,7614
00-0029645,7615
00-0029664,7618
00-0029662,7619
00-0029696,7624
00-0029703,7627
00-0029710,7630
00-0029714,7633
00-0029716,7635
00-0029709,7636
00-0028838,7638
00-0028841,7639
00-0029678,7640
00-0029606,7641
00-0029524,7642
00-0029202,7643
00-0029544,7644
00-0029646,7645
00-0029574,7646
00-0029568,7647
00-0029620,7648
00-0029285,7649
00-0029541,7650
00-0029288,7651
00-0029658,7652
00-0029610,7653
00-0029530,7654
00-0029298,7655
00-0029426,7656
00-0029302,7657
00-0029306,7659
00-0029218,7660
00-0029313,7661
00-0029315,7662
00-0028854,7663
00-0028863,7666
00-0028930,7672
00-0028941,7673
00-0028949,7674
00-0028979,7679
00-0028998,7680
00-0029021,7681
00-0029022,7682
00-0029026,7684
00-0029035,7686
00-0029076,7689
00-0029079,7690
00-0029080,7691
00-0029091,7693
00-0029130,7696
00-0029155,7698
00-0029187,7703
00-0029228,7706
00-0029238,7708
00-0029240,7709
00-0029241,7710
00-0029243,7711
00-0029244,7712
00-0029322,7714
00-0029329,7716
00-0029332,7717
00-0029357,7721
00-0029358,7722
00-0029362,7723
00-0029378,7726
00-0029390,7727
00-0029392,7728
00-0029457,7730
00-0029477,7732
00-0029508,7734
00-0029512,7735
00-0029522,7736
00-0029534,7737
00-0029537,7738
00-0029649,7743
00-0029685,7746
00-0028845,7748
00-0028940,7749
00-0029016,7751
00-0028980,7752
00-0029480,7754
00-0029331,7756
00-0027905,7764
00-0030584,7783
00-0030545,7784
00-0030555,7785
00-0030561,7786
00-0030558,7787
00-0030590,7788
00-0030525,7789
00-0030592,7790
00-0030593,7791
00-0030505,7792
00-0030572,7793
00-0030573,7794
00-0030455,7795
00-0030060,7796
00-0030526,7797
00-0030499,7798
00-0030548,7799
00-0030585,7800
00-0030441,7801
00-0030549,7802
00-0030562,7803
00-0030574,7804
00-0030563,7805
00-0030575,7806
00-0030576,7807
00-0030564,7808
00-0030577,7809
00-0030578,7810
00-0030527,7811
00-0030546,7812
00-0030559,7813
00-0030538,7814
00-0030521,7815
00-0030061,7816
00-0030062,7817
00-0030456,7818
00-0030278,7819
00-0030565,7820
00-0030457,7821
00-0030431,7822
00-0030579,7823
00-0030469,7824
00-0030448,7825
00-0030382,7826
00-0030401,7827
00-0030544,7828
00-0030496,7829
00-0030063,7830
00-0030064,7831
00-0030420,7832
00-0030421,7833
00-0030449,7834
00-0030484,7835
00-0030470,7836
00-0030458,7837
00-0030566,7838
00-0030522,7839
00-0030540,7840
00-0030528,7841
00-0030485,7842
00-0030432,7843
00-0030506,7844
00-0030539,7845
00-0030065,7846
00-0030529,7847
00-0030507,7848
00-0030556,7849
00-0030459,7850
00-0030541,7851
00-0030530,7852
00-0030066,7853
00-0030520,7854
00-0030542,7855
00-0030067,7856
00-0030279,7857
00-0030531,7858
00-0030068,7859
00-0030460,7860
00-0030543,7861
00-0030069,7862
00-0030070,7863
00-0030411,7864
00-0030471,7865
00-0030472,7866
00-0030071,7867
00-0030072,7868
00-0030518,7869
00-0030567,7870
00-0030523,7871
00-0030383,7872
00-0030532,7873
00-0030519,7874
00-0030511,7875
00-0029793,7876
00-0030473,7877
00-0030280,7878
00-0030502,7879
00-0030533,7880
00-0030508,7881
00-0030402,7882
00-0030550,7883
00-0030474,7884
00-0030503,7885
00-0030384,7886
00-0030073,7887
00-0030422,7888
00-0030486,7889
00-0030074,7891
00-0030586,7892
00-0030412,7893
00-0030568,7894
00-0030534,7895
00-0030403,7896
00-0030524,7897
00-0030504,7898
00-0030027,7899
00-0030281,7900
00-0030423,7901
00-0030385,7902
00-0030075,7903
00-0030076,7904
00-0030077,7905
00-0030413,7906
00-0030078,7907
00-0030386,7908
00-0030424,7909
00-0030450,7910
00-0030442,7911
00-0029892,7912
00-0030079,7914
00-0030443,7915
00-0030462,7916
00-0030547,7917
00-0030080,7918
00-0030081,7919
00-0030487,7920
00-0030082,7921
00-0030282,7922
00-0030083,7923
00-0030488,7924
00-0030084,7925
00-0030085,7926
00-0030283,7927
00-0030086,7928
00-0030387,7929
00-0030463,7930
00-0030535,7931
00-0030464,7932
00-0030388,7933
00-0030087,7934
00-0030425,7935
00-0030404,7936
00-0030389,7938
00-0030088,7939
00-0030089,7940
00-0030090,7941
00-0030536,7942
00-0030091,7943
00-0030284,7944
00-0030046,7945
00-0030433,7946
00-0030092,7947
00-0030390,7948
00-0030093,7949
00-0029893,7950
00-0030557,7951
00-0030094,7952
00-0030095,7953
00-0030512,7954
00-0030096,7955
00-0030444,7956
00-0030097,7957
00-0030099,7959
00-0030286,7960
00-0030100,7961
00-0030513,7962
00-0030465,7963
00-0030101,7964
00-0030514,7965
00-0030102,7966
00-0030466,7967
00-0030287,7968
00-0030048,7969
00-0030391,7970
00-0030288,7971
00-0030289,7972
00-0030103,7973
00-0030104,7974
00-0030414,7975
00-0030105,7976
00-0030406,7977
00-0030290,7978
00-0030106,7979
00-0030107,7980
00-0029894,7981
00-0030108,7982
00-0029857,7983
00-0030489,7984
00-0029895,7985
00-0030407,7986
00-0030515,7987
00-0030434,7988
00-0030109,7989
00-0030435,7990
00-0030516,7991
00-0030451,7992
00-0030110,7993
00-0030111,7994
00-0030392,7995
00-0030408,7996
00-0030112,7997
00-0030113,7998
00-0030553,7999
00-0030114,8000
00-0030291,8001
00-0030115,8002
00-0030292,8003
00-0030049,8004
00-0029848,8005
00-0030500,8006
00-0030116,8007
00-0030452,8008
00-0030475,8009
00-0030476,8010
00-0030415,8011
00-0030393,8012
00-0030117,8013
00-0030118,8014
00-0030119,8015
00-0030517,8016
00-0030394,8017
00-0030426,8018
00-0030047,8019
00-0030120,8020
00-0029896,8021
00-0030121,8022
00-0030122,8023
00-0030123,8024
00-0030490,8025
00-0030427,8026
00-0030428,8027
00-0030124,8028
00-0030125,8029
00-0029897,8030
00-0030491,8031
00-0030569,8032
00-0030395,8033
00-0030126,8034
00-0030127,8035
00-0030128,8036
00-0030129,8037
00-0030037,8039
00-0030397,8041
00-0030148,8042
00-0029959,8043
00-0030254,8045
00-0030298,8046
00-0029779,8047
00-0030370,8049
00-0029852,8050
00-0029963,8051
00-0030044,8052
00-0030005,8053
00-0029733,8054
00-0029871,8056
00-0029783,8057
00-0029885,8058
00-0029957,8059
00-0030299,8060
00-0030187,8061
00-0029898,8062
00-0029977,8063
00-0030200,8064
00-0029974,8065
00-0029948,8066
00-0029791,8067
00-0029809,8068
00-0029973,8069
00-0030236,8070
00-0030207,8071
00-0029790,8072
00-0029744,8073
00-0029796,8074
00-0029864,8075
00-0029860,8076
00-0029794,8077
00-0029819,8078
00-0029964,8079
00-0029884,8080
00-0030368,8081
00-0029828,8082
00-0029755,8083
00-0030176,8084
00-0030495,8085
00-0030045,8086
00-0029771,8087
00-0029762,8088
00-0030171,8089
00-0029821,8090
00-0029806,8091
00-0029803,8093
00-0030059,8094
00-0029763,8096
00-0029768,8098
00-0029854,8101
00-0030170,8102
00-0030202,8103
00-0030551,8104
00-0029876,8105
00-0029835,8106
00-0029775,8107
00-0030164,8108
00-0030228,8110
00-0030223,8111
00-0030599,8114
00-0030007,8115
00-0030344,8116
00-0030312,8117
00-0030365,8119
00-0030263,8120
00-0030479,8121
00-0029941,8122
00-0030247,8123
00-0030336,8125
00-0030000,8126
00-0030571,8127
00-0030300,8128
00-0030189,8129
00-0030166,8130
00-0030192,8132
00-0030211,8134
00-0030301,8136
00-0030347,8137
00-0030160,8138
00-0030244,8139
00-0030329,8140
00-0029792,8141
00-0029942,8142
00-0029761,8144
00-0029882,8145
00-0029831,8147
00-0029816,8148
00-0030454,8150
00-0030131,8151
00-0029926,8152
00-0030040,8153
00-0030510,8154
00-0030241,8155
00-0030154,8156
00-0029867,8157
00-0030014,8158
00-0029799,8159
00-0030296,8160
00-0030028,8161
00-0029840,8162
00-0030311,8163
00-0029932,8164
00-0029934,8165
00-0029953,8166
00-0030337,8167
00-0029979,8169
00-0029773,8170
00-0029924,8172
00-0029938,8174
00-0030318,8175
00-0029946,8177
00-0029907,8178
00-0030400,8179
00-0029927,8180
00-0030139,8181
00-0029782,8182
00-0029866,8183
00-0029940,8184
00-0030224,8185
00-0030022,8186
00-0030366,8187
00-0030369,8188
00-0030217,8189
00-0030345,8190
00-0030165,8192
00-0030054,8193
00-0029872,8194
00-0029830,8195
00-0030380,8196
00-0030356,8197
00-0030467,8198
00-0030216,8200
00-0030591,8201
00-0029844,8202
00-0030560,8203
00-0030215,8204
00-0029962,8205
00-0030352,8207
00-0029812,8208
00-0029781,8209
00-0030363,8210
00-0030149,8211
00-0029936,8212
00-0029836,8213
00-0030135,8214
00-0030143,8215
00-0030162,8216
00-0030338,8217
00-0030256,8218
00-0029734,8219
00-0030161,8220
00-0030429,8221
00-0030315,8222
00-0030596,8223
00-0030357,8224
00-0030246,8225
00-0029845,8226
00-0030269,8227
00-0030331,8229
00-0029992,8230
00-0029788,8231
00-0030006,8232
00-0029935,8233
00-0029875,8234
00-0029750,8235
00-0030175,8236
00-0030416,8237
00-0030376,8241
00-0029984,8242
00-0030274,8243
00-0030184,8244
00-0029917,8245
00-0029980,8246
00-0030259,8248
00-0030221,8250
00-0030589,8251
00-0030238,8252
00-0030493,8253
00-0030147,8254
00-0030142,8256
00-0030134,8257
00-0030136,8258
00-0029727,8259
00-0030152,8260
00-0029972,8261
00-0030012,8262
00-0029785,8263
00-0030001,8264
00-0030453,8266
00-0029784,8267
00-0030011,8268
00-0029767,8270
00-0030050,8271
00-0030230,8272
00-0030309,8273
00-0029817,8274
00-0029975,8275
00-0030257,8276
00-0029889,8277
00-0030220,8278
00-0029922,8279
00-0029994,8280
00-0030373,8281
00-0030334,8282
00-0029795,8283
00-0030021,8284
00-0029818,8285
00-0029878,8286
00-0030035,8288
00-0030270,8289
00-0030052,8290
00-0030156,8291
00-0029968,8292
00-0030198,8293
00-0030501,8294
00-0029874,8296
00-0030199,8297
00-0029995,8298
00-0030445,8300
00-0030327,8301
00-0030320,8302
00-0030137,8304
00-0030188,8305
00-0029960,8306
00-0030316,8307
00-0029869,8308
00-0030219,8309
00-0029965,8310
00-0030210,8311
00-0029944,8312
00-0029999,8313
00-0029933,8314
00-0029856,8315
00-0030360,8317
00-0029863,8318
00-0030351,8319
00-0029800,8320
00-0030025,8321
00-0030583,8323
00-0029742,8324
00-0029928,8325
00-0030222,8326
00-0030141,8327
00-0029952,8328
00-0029925,8329
