gsis_id,pff_id
00-0024271,3001
00-0024272,3002
00-0024273,3003
00-0024274,3004
00-0024275,3005
00-0024276,3006
00-0024277,3007
00-0024278,3008
00-0024279,3009
00-0024280,3010
00-0024281,3011
00-0024282,3012
00-0024283,3013
00-0024284,3014
00-0024285,3015
00-0024286,3016
00-0024287,3017
00-0024288,3018
00-0024289,3019
00-0024290,3020
00-0024291,3021
00-0024292,3022
00-0024293,3023
00-0024294,3024
00-0024295,3025
00-0024296,3026
00-0024297,3027
00-0024298,3028
00-0024299,3029
00-0024300,3030
00-0024301,3031
00-0024302,3032
00-0024303,3033
00-0024304,3034
00-0024305,3035
00-0024306,3036
00-0024307,3037
00-0024308,3038
00-0024309,3039
00-0024310,3040
00-0024311,3041
00-0024312,3042
00-0024313,3043
00-0024314,3044
00-0024315,3045
00-0024316,3046
00-0024317,3047
00-0024318,3048
00-0024320,3050
00-0024321,3051
00-0024322,3052
00-0024323,3053
00-0024324,3054
00-0024325,3055
00-0024326,3056
00-0024327,3057
00-0024328,3058
00-0024330,3060
00-0024331,3061
00-0024332,3062
00-0024333,3063
00-0024334,3064
00-0024335,3065
00-0024336,3066
00-0024338,3068
00-0024339,3069
00-0024340,3070
00-0024341,3071
00-0024342,3072
00-0024343,3073
00-0024344,3074
00-0024345,3075
00-0024193,3076
00-0024347,3078
00-0024348,3079
00-0024349,3080
00-0024350,3081
00-0024352,3083
00-0024353,3084
00-0024354,3085
00-0024355,3086
00-0024356,3087
00-0024357,3088
00-0024358,3089
00-0024359,3090
00-0024360,3091
00-0024362,3093
00-0024363,3094
00-0024364,3095
00-0024365,3096
00-0024367,3098
00-0024369,3100
00-0024370,3101
00-0024372,3103
00-0024373,3104
00-0024374,3105
00-0024375,3106
00-0024376,3107
00-0024377,3108
00-0024379,3110
00-0024380,3111
00-0024382,3113
00-0024383,3114
00-0024384,3115
00-0024387,3118
00-0024389,3120
00-0024390,3121
00-0024391,3122
00-0024392,3123
00-0024394,3125
00-0024395,3126
00-0024396,3127
00-0024397,3128
00-0024398,3129
00-0024399,3130
00-0024400,3131
00-0024401,3132
00-0024403,3134
00-0024404,3135
00-0024405,3136
00-0024406,3137
00-0024407,3138
00-0024408,3139
00-0024409,3140
00-0024410,3141
00-0024411,3142
00-0024413,3144
00-0024417,3148
00-0024418,3149
00-0024420,3151
00-0024421,3152
00-0024422,3153
00-0024423,3154
00-0024424,3155
00-0024425,3156
00-0024426,3157
00-0024427,3158
00-0024428,3159
00-0024429,3160
00-0024430,3161
00-0024432,3163
00-0024433,3164
00-0024434,3165
00-0024435,3166
00-0024436,3167
00-0024439,3170
00-0024440,3171
00-0024442,3173
00-0024443,3174
00-0024447,3178
00-0024448,3179
00-0024450,3181
00-0024451,3182
00-0024452,3183
00-0024455,3186
00-0024456,3187
00-0024457,3188
00-0024458,3189
00-0024459,3190
00-0024460,3191
00-0024461,3192
00-0024462,3193
00-0024463,3194
00-0024465,3196
00-0024466,3197
00-0024467,3198
00-0023911,3204
00-0023812,3207
00-0023921,3211
00-0024073,3212
00-0023858,3216
00-0023859,3219
00-0024013,3220
00-0023979,3222
00-0024483,3223
00-0024011,3225
00-0023867,3231
00-0023822,3235
00-0023954,3242
00-0024202,3246
00-0023846,3250
00-0023945,3253
00-0023814,3258
00-0023947,3259
00-0023781,3260
00-0023918,3261
00-0023807,3262
00-0024008,3263
00-0023877,3264
00-0023751,3265
00-0023782,3267
00-0023847,3269
00-0024058,3270
00-0023790,3271
00-0024172,3272
00-0024096,3275
00-0023871,3276
00-0024129,3278
00-0024157,3281
00-0023821,3282
00-0024158,3285
00-0023835,3291
00-0023938,3295
00-0024178,3298
00-0023806,3299
00-0023405,3301
00-0024044,3303
00-0024092,3304
00-0024083,3305
00-0023779,3307
00-0023926,3308
00-0023752,3309
00-0023917,3312
00-0023889,3313
00-0024097,3315
00-0023740,3316
00-0023792,3321
00-0024075,3323
00-0023825,3324
00-0023795,3325
00-0023998,3326
00-0023764,3333
00-0024489,3336
00-0023832,3345
00-0024066,3347
00-0023823,3350
00-0023902,3352
00-0024174,3355
00-0023891,3357
00-0023890,3360
00-0023955,3361
00-0023953,3362
00-0024100,3366
00-0024204,3368
00-0023754,3369
00-0023729,3375
00-0023797,3377
00-0024030,3378
00-0024117,3382
00-0024170,3386
00-0023903,3389
00-0023880,3395
00-0023958,3400
00-0024095,3407
00-0023897,3408
00-0024108,3412
00-0024018,3416
00-0024102,3423
00-0024002,3427
00-0023893,3435
00-0023928,3436
00-0023981,3440
00-0023982,3441
00-0024188,3442
00-0023788,3448
00-0024103,3452
00-0024081,3457
00-0023894,3459
00-0024054,3460
00-0023800,3461
00-0023881,3467
00-0023853,3471
00-0024166,3473
00-0024076,3474
00-0023757,3478
00-0023920,3485
00-0024148,3487
00-0024189,3491
00-0023742,3493
00-0023950,3498
00-0023861,3510
00-0024482,3514
00-0024077,3515
00-0023968,3517
00-0024131,3524
00-0023774,3526
00-0023844,3529
00-0024137,3538
00-0024179,3541
00-0024067,3542
00-0023878,3546
00-0024110,3552
00-0024187,3556
00-0024061,3558
00-0024017,3562
00-0024171,3563
00-0024156,3567
00-0024183,3589
00-0023784,3597
00-0023904,3598
00-0016183,3613
00-0025388,3617
00-0025389,3618
00-0025390,3619
00-0025391,3620
00-0025392,3621
00-0025393,3622
00-0025394,3623
00-0025395,3624
00-0025396,3625
00-0025397,3626
00-0025398,3627
00-0025399,3628
00-0025400,3629
00-0025401,3630
00-0025402,3631
00-0025403,3632
00-0025404,3633
00-0025405,3634
00-0025406,3635
00-0025407,3636
00-0025408,3637
00-0025409,3638
00-0025410,3639
00-0025411,3640
00-0025412,3641
00-0025413,3642
00-0025414,3643
00-0025415,3644
00-0025416,3645
00-0025417,3646
00-0025418,3647
00-0025419,3648
00-0025420,3649
00-0025421,3650
00-0025422,3651
00-0025423,3652
00-0025424,3653
00-0025425,3654
00-0025426,3655
00-0025427,3656
00-0025428,3657
00-0025429,3658
00-0025430,3659
00-0025431,3660
00-0025432,3661
00-0025433,3662
00-0025434,3663
00-0025435,3664
00-0025437,3666
00-0025438,3667
00-0025439,3668
00-0025440,3669
00-0025441,3670
00-0025442,3671
00-0025443,3672
00-0025444,3673
00-0025445,3674
00-0025446,3675
00-0025447,3676
00-0025448,3677
00-0025450,3679
00-0025451,3680
00-0025452,3681
00-0025453,3682
00-0025455,3684
00-0025456,3685
00-0025457,3686
00-0025458,3687
00-0025459,3688
00-0025460,3689
00-0025461,3690
00-0025462,3691
00-0025463,3692
00-0025464,3693
00-0025465,3694
00-0025466,3695
00-0025467,3696
00-0025468,3697
00-0025469,3698
00-0025470,3699
00-0025471,3700
00-0025472,3701
00-0025473,3702
00-0025474,3703
00-0025475,3704
00-0025476,3705
00-0025477,3706
00-0025478,3707
00-0025479,3708
00-0025480,3709
00-0025482,3711
00-0025483,3712
00-0025484,3713
00-0025485,3714
00-0025486,3715
00-0025487,3716
00-0025489,3718
00-0025490,3719
00-0025493,3722
00-0025494,3723
00-0025495,3724
00-0025496,3725
00-0025497,3726
00-0025498,3727
00-0025501,3730
00-0025502,3731
00-0025503,3732
00-0025504,3733
00-0025505,3734
00-0025506,3735
00-0025507,3736
00-0025508,3737
00-0025509,3738
00-0025510,3739
00-0025511,3740
00-0025512,3741
00-0025513,3742
00-0025514,3743
00-0025515,3744
00-0025516,3745
00-0025517,3746
00-0025518,3747
00-0025519,3748
00-0025520,3749
00-0025521,3750
00-0025522,3751
00-0025523,3752
00-0025524,3753
00-0025525,3754
00-0025527,3756
00-0025528,3757
00-0025529,3758
00-0025531,3760
00-0025532,3761
00-0025533,3762
00-0025534,3763
00-0025535,3764
00-0025536,3765
00-0025539,3768
00-0025540,3769
00-0025541,3770
00-0025542,3771
00-0025544,3773
00-0025548,3777
00-0025549,3778
00-0025550,3779
00-0025551,3780
00-0025552,3781
00-0025553,3782
00-0025554,3783
00-0025555,3784
00-0025556,3785
00-0025557,3786
00-0025558,3787
00-0025559,3788
00-0025560,3789
00-0025561,3790
00-0025562,3791
00-0025566,3795
00-0025567,3796
00-0025569,3798
00-0025570,3799
00-0025571,3800
00-0025572,3801
00-0025573,3802
00-0025574,3803
00-0025576,3805
00-0025578,3807
00-0025579,3808
00-0025580,3809
00-0025581,3810
00-0025582,3811
00-0025583,3812
00-0025584,3813
00-0025589,3818
00-0025590,3819
00-0025591,3820
00-0025592,3821
00-0025594,3823
00-0025596,3825
00-0025597,3826
00-0025599,3828
00-0025602,3831
00-0025604,3833
00-0025605,3834
00-0025607,3836
00-0025608,3837
00-0025609,3838
00-0025610,3839
00-0025611,3840
00-0025612,3841
00-0025613,3842
00-0025614,3843
00-0025615,3844
00-0025616,3845
00-0025619,3848
00-0025621,3850
00-0025622,3851
00-0025624,3853
00-0025626,3855
00-0025627,3856
00-0025629,3858
00-0025630,3859
00-0025631,3860
00-0025632,3861
00-0025633,3862
00-0025636,3865
00-0025637,3866
00-0025640,3869
00-0025641,3870
00-0025642,3871
00-0024734,3877
00-0025749,3884
00-0025701,3885
00-0024736,3886
00-0024668,3895
00-0024815,3897
00-0024630,3898
00-0024738,3900
00-0024697,3901
00-0025672,3906
00-0025714,3907
00-0024607,3908
00-0024588,3909
00-0024670,3914
00-0024565,3917
00-0024796,3920
00-0024698,3923
00-0024574,3939
00-0024712,3940
00-0025717,3945
00-0024741,3946
00-0024824,3948
00-0024701,3949
00-0025751,3955
00-0024546,3956
00-0024643,3957
00-0024673,3960
00-0024583,3961
00-0024582,3962
00-0024609,3965
00-0024765,3975
00-0024773,3979
00-0024659,3991
00-0024745,3995
00-0024681,3997
00-0024636,4014
00-0025708,4018
00-0024692,4022
00-0025720,4024
00-0024812,4031
00-0025721,4035
00-0024595,4037
00-0024638,4040
00-0024793,4041
00-0024750,4054
00-0024529,4056
00-0024846,4059
00-0025682,4062
00-0024775,4073
00-0024605,4074
00-0024530,4076
00-0024541,4077
00-0024813,4080
00-0025697,4083
00-0025761,4085
00-0024786,4093
00-0024559,4095
00-0024535,4097
00-0025739,4100
00-0024549,4109
00-0024687,4111
00-0024107,4113
00-0024840,4115
00-0024805,4120
00-0025764,4122
00-0024625,4125
00-0024764,4129
00-0022206,4131
00-0024533,4140
00-0025794,4144
00-0025753,4147
00-0024763,4187
00-0025668,4192
00-0025667,4193
00-0024069,4195
00-0025337,4201
00-0024837,4207
00-0024631,4209
00-0024639,4212
00-0025789,4215
00-0024682,4218
00-0025660,4222
00-0023327,4232
00-0024663,4234
00-0024542,4236
00-0024517,4244
00-0024825,4245
00-0024834,4247
00-0024850,4248
00-0024648,4249
00-0024553,4252
00-0024561,4256
00-0024739,4257
00-0024755,4259
00-0024645,4261
00-0025788,4262
00-0025780,4266
00-0025719,4270
00-0025787,4279
00-0024714,4280
00-0024756,4283
00-0022691,4292
00-0024566,4293
00-0024027,4311
00-0025820,4315
00-0026142,4316
00-0026143,4317
00-0026144,4318
00-0026145,4319
00-0026146,4320
00-0026147,4321
00-0026148,4322
00-0026149,4323
00-0026150,4324
00-0026151,4325
00-0026152,4326
00-0026153,4327
00-0026154,4328
00-0026155,4329
00-0026156,4330
00-0026157,4331
00-0026158,4332
00-0026159,4333
00-0026160,4334
00-0026161,4335
00-0026162,4336
00-0026163,4337
00-0026164,4338
00-0026165,4339
00-0026166,4340
00-0026167,4341
00-0026168,4342
00-0026169,4343
00-0026170,4344
00-0026171,4345
00-0026172,4346
00-0026173,4347
00-0026174,4348
00-0026175,4349
00-0026176,4350
00-0026177,4351
00-0026178,4352
00-0026179,4353
00-0026180,4354
00-0026181,4355
00-0026182,4356
00-0026183,4357
00-0026184,4358
00-0026185,4359
00-0026186,4360
00-0026187,4361
00-0026188,4362
00-0026189,4363
00-0026190,4364
00-0026191,4365
00-0026192,4366
00-0026193,4367
00-0026194,4368
00-0026195,4369
00-0026196,4370
00-0026197,4371
00-0026198,4372
00-0026199,4373
00-0026200,4374
00-0026201,4375
00-0026202,4376
00-0026203,4377
00-0026204,4378
00-0026205,4379
00-0026206,4380
00-0026207,4381
00-0026208,4382
00-0026209,4383
00-0026210,4384
00-0026211,4385
00-0026212,4386
00-0026213,4387
00-0026214,4388
00-0026215,4389
00-0026216,4390
00-0026217,4391
00-0026218,4392
00-0026219,4393
00-0026220,4394
00-0026221,4395
00-0026222,4396
00-0026223,4397
00-0026224,4398
00-0026225,4399
00-0026226,4400
00-0026227,4401
00-0026228,4402
00-0026229,4403
00-0026230,4404
00-0026231,4405
00-0026232,4406
00-0026233,4407
00-0026234,4408
00-0026235,4409
00-0026236,4410
00-0026237,4411
00-0026238,4412
00-0026239,4413
00-0026240,4414
00-0026241,4415
00-0026242,4416
00-0026243,4417
00-0026245,4419
00-0026246,4420
00-0026247,4421
00-0026248,4422
00-0026249,4423
00-0026250,4424
00-0026251,4425
00-0026252,4426
00-0026253,4427
00-0026254,4428
00-0026255,4429
00-0026256,4430
00-0026257,4431
00-0026258,4432
00-0026259,4433
00-0026260,4434
00-0026261,4435
00-0026262,4436
00-0026263,4437
00-0026264,4438
00-0026266,4440
00-0026267,4441
00-0026268,4442
00-0026269,4443
00-0026270,4444
00-0026272,4446
00-0026273,4447
00-0026274,4448
00-0026275,4449
00-0026276,4450
00-0026278,4452
00-0026279,4453
00-0026280,4454
00-0026281,4455
00-0026282,4456
00-0026283,4457
00-0026284,4458
00-0026285,4459
00-0026286,4460
00-0026287,4461
00-0026288,4462
00-0026289,4463
00-0026290,4464
00-0026291,4465
00-0026292,4466
00-0026293,4467
00-0026294,4468
00-0026295,4469
00-0026296,4470
00-0026298,4472
00-0026300,4474
00-0026301,4475
00-0026303,4477
00-0026304,4478
00-0026305,4479
00-0026306,4480
00-0026307,4481
00-0026309,4483
00-0026310,4484
00-0026313,4487
00-0026314,4488
00-0026315,4489
00-0026316,4490
00-0026317,4491
00-0026319,4493
00-0026320,4494
00-0026321,4495
00-0026323,4497
00-0026324,4498
00-0026325,4499
00-0026327,4501
00-0026330,4504
00-0026331,4505
00-0026333,4507
00-0026334,4508
00-0026335,4509
00-0026336,4510
00-0026340,4514
00-0026341,4515
00-0026342,4516
00-0026343,4517
00-0026344,4518
00-0026345,4519
00-0026346,4520
00-0026348,4522
00-0026349,4523
00-0026350,4524
00-0026351,4525
00-0026353,4527
00-0026354,4528
00-0026355,4529
00-0026356,4530
00-0026357,4531
00-0026359,4533
00-0026360,4534
00-0026361,4535
00-0026364,4538
00-0026365,4539
00-0026366,4540
00-0026367,4541
00-0026368,4542
00-0026369,4543
00-0026370,4544
00-0026371,4545
00-0026372,4546
00-0026373,4547
00-0026374,4548
00-0026376,4550
00-0026377,4551
00-0026381,4555
00-0026382,4556
00-0026385,4559
00-0026389,4563
00-0026390,4564
00-0026391,4565
00-0026392,4566
00-0025821,4577
00-0025825,4580
00-0025826,4581
00-0025828,4583
00-0025833,4585
00-0025834,4586
00-0025838,4588
00-0025841,4590
00-0025848,4593
00-0025857,4598
00-0025860,4599
00-0025862,4600
00-0025864,4601
00-0025866,4602
00-0025872,4608
00-0025877,4611
00-0025889,4617
00-0025892,4618
00-0025897,4621
00-0025900,4623
00-0025902,4624
00-0025906,4627
00-0025910,4631
00-0025913,4634
00-0025925,4641
00-0025927,4642
00-0025932,4646
00-0025934,4648
00-0025940,4652
00-0025942,4654
00-0025944,4655
00-0025945,4656
00-0025946,4657
00-0025951,4661
00-0025955,4665
00-0025970,4674
00-0025980,4679
00-0025991,4686
00-0025992,4687
00-0025993,4688
00-0025995,4690
00-0025996,4691
00-0025997,4692
00-0025999,4693
00-0026000,4694
00-0026001,4695
00-0026008,4701
00-0026393,4702
00-0026012,4703
00-0026015,4706
00-0026016,4707
00-0026022,4709
00-0026026,4711
00-0026027,4712
00-0026028,4713
00-0026029,4714
00-0026032,4715
00-0026033,4716
00-0026035,4717
00-0026040,4722
00-0026043,4724
00-0026046,4725
00-0026054,4731
00-0026057,4733
00-0026061,4736
00-0026069,4740
00-0026071,4742
00-0026072,4743
00-0026084,4753
00-0026089,4756
00-0026090,4757
00-0026093,4759
00-0026105,4763
00-0026121,4770
00-0026123,4771
00-0026126,4773
00-0026133,4774
00-0026395,4778
00-0026396,4779
00-0026399,4782
00-0026407,4788
00-0026408,4789
00-0026417,4796
00-0026432,4808
00-0026444,4815
00-0026447,4817
00-0026450,4819
00-0026453,4822
00-0026080,4843
00-0020678,4846
00-0026113,4854
00-0026465,4855
00-0025829,4860
00-0026056,4862
00-0026132,4887
00-0025920,4888
00-0026103,4890
00-0026100,4902
00-0023368,4907
00-0026491,4909
00-0026019,4914
00-0026486,4918
00-0026498,4924
00-0026979,4925
00-0026980,4926
00-0026981,4927
00-0026898,4928
00-0026982,4929
00-0026983,4930
00-0026984,4931
00-0026985,4932
00-0026986,4933
00-0026987,4934
00-0026988,4935
00-0026989,4936
00-0026990,4937
00-0026991,4938
00-0026992,4939
00-0026993,4940
00-0026994,4941
00-0026995,4942
00-0026996,4943
00-0026997,4944
00-0026998,4945
00-0026999,4946
00-0027000,4947
00-0027001,4948
00-0027002,4949
00-0027003,4950
00-0027004,4951
00-0027005,4952
00-0027006,4953
00-0027007,4954
00-0027008,4955
00-0027009,4956
00-0027010,4957
00-0027011,4958
00-0027012,4959
00-0027013,4960
00-0027014,4961
00-0027015,4962
00-0027016,4963
00-0027017,4964
00-0027018,4965
00-0027019,4966
00-0027020,4967
00-0027021,4968
00-0027022,4969
00-0027023,4970
00-0027024,4971
00-0027025,4972
00-0027026,4973
00-0027027,4974
00-0027028,4975
00-0027029,4976
00-0027030,4977
00-0027031,4978
00-0027032,4979
00-0027033,4980
00-0027034,4981
00-0027035,4982
00-0027036,4983
00-0027037,4984
00-0027038,4985
00-0027040,4987
00-0026899,4988
00-0027041,4989
00-0027042,4990
00-0026900,4991
00-0027043,4992
00-0027044,4993
00-0027045,4994
00-0027046,4995
00-0027047,4996
00-0027048,4997
00-0027050,4999
00-0027051,5000
00-0027052,5001
00-0027053,5002
00-0027054,5003
00-0027055,5004
00-0027056,5005
00-0027057,5006
00-0026901,5007
00-0026902,5008
00-0027058,5009
00-0027059,5010
00-0027060,5011
00-0027061,5012
00-0027062,5013
00-0027063,5014
00-0027064,5015
00-0027065,5016
00-0027066,5017
00-0027067,5018
00-0026903,5019
00-0027068,5020
00-0027069,5021
00-0026904,5022
00-0027070,5023
00-0027071,5024
00-0027072,5025
00-0027073,5026
00-0027074,5027
00-0026905,5028
00-0027075,5029
00-0027076,5030
00-0027077,5031
00-0027078,5032
00-0027079,5033
00-0027080,5034
00-0027081,5035
00-0027082,5036
00-0027083,5037
00-0027084,5038
00-0026906,5040
00-0027086,5041
00-0026907,5042
00-0026620,5043
00-0027087,5044
00-0027088,5045
00-0026908,5046
00-0026909,5047
00-0027089,5048
00-0027090,5049
00-0027092,5051
00-0027093,5052
00-0027094,5053
00-0027095,5054
00-0026910,5055
00-0027096,5056
00-0027097,5057
00-0027098,5058
00-0027099,5059
00-0026911,5061
00-0026912,5062
00-0027101,5063
00-0026913,5064
00-0027103,5066
00-0027104,5067
00-0027105,5068
00-0027106,5069
00-0026499,5070
00-0027107,5071
00-0026914,5072
00-0027108,5074
00-0027109,5076
00-0027110,5080
00-0026920,5081
00-0026921,5082
00-0026923,5085
00-0027112,5086
00-0027114,5088
00-0027115,5089
00-0027116,5090
00-0026925,5092
00-0026926,5093
00-0027120,5097
00-0027121,5098
00-0027122,5099
00-0027123,5100
00-0027124,5101
00-0026928,5103
00-0027125,5104
00-0026929,5105
00-0026930,5106
00-0027126,5107
00-0026931,5108
00-0026932,5109
00-0026934,5111
00-0026935,5112
00-0027127,5113
00-0026936,5114
00-0027128,5115
00-0027129,5116
00-0026500,5117
00-0026937,5118
00-0027130,5119
00-0027131,5120
00-0027134,5125
00-0027135,5126
00-0027136,5127
00-0026939,5128
00-0026940,5129
00-0027137,5130
00-0027138,5131
00-0027139,5132
00-0026941,5133
00-0026942,5134
00-0027140,5135
00-0027141,5136
00-0026943,5137
00-0026944,5140
00-0026945,5141
00-0026946,5142
00-0026501,5143
00-0027144,5144
00-0026947,5145
00-0027145,5146
00-0026948,5147
00-0026950,5150
00-0027148,5152
00-0027149,5153
00-0026951,5154
00-0026952,5155
00-0027150,5156
00-0026953,5157
00-0027152,5159
00-0027154,5161
00-0026955,5163
00-0026956,5164
00-0026957,5165
00-0026958,5166
00-0026959,5167
00-0026502,5168
00-0026960,5169
00-0026961,5170
00-0026962,5171
00-0026963,5172
00-0026964,5173
00-0027155,5174
00-0027156,5177
00-0027157,5179
00-0026968,5180
00-0026505,5182
00-0026512,5188
00-0026515,5191
00-0026516,5192
00-0026519,5194
00-0026522,5197
00-0026532,5203
00-0026533,5204
00-0026534,5205
00-0026536,5206
00-0026537,5207
00-0026541,5211
00-0026544,5214
00-0026548,5218
00-0026551,5221
00-0026556,5225
00-0026557,5226
00-0026561,5229
00-0026562,5230
00-0026564,5232
00-0026566,5233
00-0026571,5238
00-0026572,5239
00-0026574,5241
00-0026578,5242
00-0026579,5243
00-0026580,5244
00-0026581,5245
00-0026583,5246
00-0026592,5252
00-0026597,5257
00-0026598,5258
00-0026603,5262
00-0026605,5263
00-0026607,5264
00-0026610,5266
00-0026612,5268
00-0026617,5272
00-0026618,5273
00-0026622,5276
00-0026625,5277
00-0026635,5281
00-0026644,5289
00-0026648,5293
00-0026650,5295
00-0026652,5297
00-0026654,5298
00-0026655,5299
00-0026658,5302
00-0026662,5305
00-0026665,5306
00-0026669,5308
00-0026672,5310
00-0026674,5311
00-0026677,5313
00-0026683,5316
00-0026691,5321
00-0026699,5328
00-0026700,5329
00-0026705,5334
00-0026709,5338
00-0026712,5340
00-0026715,5341
00-0026716,5342
00-0026720,5344
00-0026721,5345
00-0026723,5347
00-0026725,5349
00-0026727,5351
00-0026739,5358
00-0026742,5359
00-0026744,5360
00-0026751,5364
00-0026753,5366
00-0026757,5369
00-0026758,5370
00-0026759,5371
00-0026762,5372
00-0026763,5373
00-0026764,5374
00-0026765,5375
00-0026769,5378
00-0026775,5383
00-0026780,5387
00-0026784,5390
00-0026788,5394
00-0026790,5395
00-0026791,5396
00-0026796,5398
00-0026798,5400
00-0026804,5403
00-0026809,5406
00-0026814,5410
00-0026815,5411
00-0026819,5414
00-0026824,5418
00-0026830,5420
00-0026831,5421
00-0026832,5422
00-0026837,5424
00-0026839,5426
00-0026844,5430
00-0026845,5431
00-0026852,5438
00-0026855,5440
00-0026857,5442
00-0026858,5443
00-0026860,5445
00-0026866,5447
00-0026868,5448
00-0026869,5449
00-0026871,5451
00-0026875,5455
00-0026877,5457
00-0026878,5458
00-0027159,5475
00-0027167,5480
00-0026799,5484
00-0026678,5485
00-0026577,5488
00-0027170,5491
00-0026738,5492
00-0026493,5508
00-0026664,5510
00-0026714,5512
00-0026745,5514
00-0026864,5517
00-0027602,5519
00-0027173,5520
00-0027183,5521
00-0027188,5523
00-0027854,5526
00-0027855,5527
00-0027856,5528
00-0027857,5529
00-0027858,5530
00-0027859,5531
00-0027860,5532
00-0027904,5533
00-0027861,5534
00-0027862,5535
00-0027863,5536
00-0027864,5537
00-0027865,5538
00-0027866,5539
00-0027867,5540
00-0027868,5541
00-0027869,5542
00-0027870,5543
00-0027871,5544
00-0027872,5545
00-0027873,5546
00-0027874,5547
00-0027875,5548
00-0027902,5549
00-0027876,5550
00-0027877,5551
00-0027647,5552
00-0027878,5553
00-0027879,5554
00-0027880,5555
00-0027881,5556
00-0027882,5557
00-0027648,5558
00-0027649,5559
00-0027650,5560
00-0027651,5561
00-0027652,5562
00-0027653,5563
00-0027654,5564
00-0027883,5565
00-0027655,5566
00-0027656,5567
00-0027884,5568
00-0027657,5569
00-0027658,5570
00-0027885,5571
00-0027886,5572
00-0027659,5573
00-0027887,5574
00-0027660,5575
00-0027888,5576
00-0027889,5577
00-0027661,5578
00-0027662,5579
00-0027663,5580
00-0027664,5581
00-0027665,5582
00-0027890,5583
00-0027666,5584
00-0027891,5585
00-0027667,5586
00-0027668,5587
00-0027892,5588
00-0027669,5589
00-0027670,5590
00-0027671,5591
00-0027672,5592
00-0027673,5593
00-0027674,5594
00-0027675,5595
00-0027676,5596
00-0027677,5597
00-0027678,5598
00-0027679,5599
00-0027680,5600
00-0027893,5601
00-0027681,5602
00-0027682,5603
00-0027683,5604
00-0027684,5605
00-0027685,5606
00-0027686,5607
00-0027687,5608
00-0027688,5609
00-0027689,5610
00-0027690,5611
00-0027691,5612
00-0027692,5613
00-0027693,5614
00-0027894,5615
00-0027694,5616
00-0027695,5617
00-0027895,5618
00-0027696,5619
00-0027697,5620
00-0027699,5622
00-0027700,5623
00-0027701,5624
00-0027702,5625
00-0027703,5626
00-0027704,5627
00-0027705,5628
00-0027706,5629
00-0027707,5630
00-0027708,5631
00-0027709,5632
00-0027603,5633
00-0027710,5634
00-0027711,5635
00-0027712,5636
00-0027713,5637
00-0027714,5638
00-0027715,5639
00-0027716,5640
00-0027717,5641
00-0027718,5642
00-0027720,5643
00-0027721,5644
00-0027722,5645
00-0027723,5646
00-0027724,5647
00-0027725,5648
00-0027726,5649
00-0027727,5650
00-0027728,5651
00-0027729,5652
00-0027730,5653
00-0027731,5654
00-0027732,5655
00-0027733,5656
00-0027734,5657
00-0027735,5658
00-0027736,5659
00-0027737,5660
00-0027738,5661
00-0027739,5662
00-0027740,5663
00-0027741,5665
00-0027742,5666
00-0027743,5667
00-0027744,5668
00-0027745,5669
00-0027746,5670
00-0027747,5671
00-0027748,5672
00-0027750,5674
00-0027751,5675
00-0027752,5676
00-0027753,5677
00-0027754,5678
00-0027755,5679
00-0027756,5680
00-0027757,5681
00-0027758,5682
00-0027759,5683
00-0027760,5684
00-0027761,5685
00-0027762,5686
00-0027763,5687
00-0027764,5688
00-0027765,5689
00-0027768,5692
00-0027769,5693
00-0027770,5694
00-0027772,5696
00-0027774,5698
00-0027775,5699
00-0027776,5700
00-0027777,5701
00-0027778,5702
00-0027779,5703
00-0027780,5705
00-0027781,5706
00-0027782,5707
00-0027783,5708
00-0027784,5709
00-0027785,5710
00-0027786,5711
00-0027787,5712
00-0027788,5713
00-0027789,5714
00-0027790,5715
00-0027791,5716
00-0027792,5717
00-0027793,5718
00-0027606,5720
00-0027795,5721
00-0027796,5722
00-0027798,5724
00-0027799,5725
00-0027801,5727
00-0027607,5728
00-0027608,5729
00-0027803,5731
00-0027804,5732
00-0027805,5733
00-0027806,5734
00-0027807,5735
00-0027808,5736
00-0027809,5737
00-0027810,5738
00-0027812,5740
00-0027609,5741
00-0027813,5742
00-0027814,5743
00-0027816,5745
00-0027817,5746
00-0027610,5747
00-0027611,5748
00-0027818,5749
00-0027819,5750
00-0027820,5751
00-0027821,5752
00-0027822,5753
00-0027823,5754
00-0027824,5755
00-0027825,5756
00-0027826,5757
00-0027827,5758
00-0027828,5759
00-0027612,5760
00-0027829,5761
00-0027831,5763
00-0027833,5765
00-0027834,5766
00-0027835,5767
00-0027838,5769
00-0027840,5771
00-0027842,5773
00-0027843,5774
00-0027844,5775
00-0027845,5776
00-0027846,5777
00-0027195,5779
00-0027201,5783
00-0027202,5784
00-0027204,5786
00-0027209,5790
00-0027213,5793
00-0027214,5794
00-0027215,5795
00-0027218,5797
00-0027220,5799
00-0027224,5800
00-0027232,5803
00-0027233,5804
00-0027235,5805
00-0027236,5806
00-0027237,5807
00-0027239,5808
00-0027244,5810
00-0027245,5811
00-0027247,5813
00-0027248,5814
00-0027253,5817
00-0027256,5820
00-0027257,5821
00-0027259,5822
00-0027261,5824
00-0027263,5825
00-0027264,5826
00-0027265,5827
00-0027270,5831
00-0027276,5834
00-0027282,5839
00-0027286,5842
00-0027287,5843
00-0027290,5845
00-0027297,5847
00-0027306,5851
00-0027308,5852
00-0027309,5853
00-0027311,5854
00-0027313,5856
