game_id,game_key,official_name,position,jersey_number,official_id,old_game_id,season_type,season,week
2018_01_ATL_PHI,57567,Don Willard,Field Judge,58,157,2018090600,REG,2018,1
2018_01_ATL_PHI,57567,Kevin Codey,Down Judge,16,76,2018090600,REG,2018,1
2018_01_ATL_PHI,57567,Allen Baynes,Side Judge,56,32,2018090600,REG,2018,1
2018_01_ATL_PHI,57567,John Hussey,Referee,35,114,2018090600,REG,2018,1
2018_01_ATL_PHI,57567,Tony Michalek,Umpire,115,69,2018090600,REG,2018,1
2018_01_ATL_PHI,57567,Gregory Steed,Back Judge,12,44,2018090600,REG,2018,1
2018_01_ATL_PHI,57567,Derick Bowers,Line Judge,74,30,2018090600,REG,2018,1
2018_01_BUF_BAL,57568,Ed Camp,Down Judge,134,40,2018090900,REG,2018,1
2018_01_BUF_BAL,57568,Rich Martinez,Back Judge,39,93,2018090900,REG,2018,1
2018_01_BUF_BAL,57568,Shawn Hochuli,Referee,83,113,2018090900,REG,2018,1
2018_01_BUF_BAL,57568,Greg Bradley,Line Judge,98,55,2018090900,REG,2018,1
2018_01_BUF_BAL,57568,John Hill,Side Judge,125,179,2018090900,REG,2018,1
2018_01_BUF_BAL,57568,Tom Hill,Field Judge,97,78,2018090900,REG,2018,1
2018_01_BUF_BAL,57568,Roy Ellison,Umpire,81,63,2018090900,REG,2018,1
2018_01_PIT_CLE,57569,James Coleman,Side Judge,95,6,2018090901,REG,2018,1
2018_01_PIT_CLE,57569,Mark Hittner,Down Judge,28,118,2018090901,REG,2018,1
2018_01_PIT_CLE,57569,Bart Longson,Line Judge,2,147,2018090901,REG,2018,1
2018_01_PIT_CLE,57569,Bradley Rogers,Field Judge,126,171,2018090901,REG,2018,1
2018_01_PIT_CLE,57569,Dino Paganelli,Back Judge,105,16,2018090901,REG,2018,1
2018_01_PIT_CLE,57569,Shawn Smith,Referee,14,150,2018090901,REG,2018,1
2018_01_PIT_CLE,57569,Bryan Neale,Umpire,92,45,2018090901,REG,2018,1
2018_01_CIN_IND,57570,Anthony Jeffries,Field Judge,36,177,2018090902,REG,2018,1
2018_01_CIN_IND,57570,Steve Stelljes,Down Judge,22,64,2018090902,REG,2018,1
2018_01_CIN_IND,57570,Peter Morelli,Referee,135,127,2018090902,REG,2018,1
2018_01_CIN_IND,57570,Steven Woods,Umpire,54,173,2018090902,REG,2018,1
2018_01_CIN_IND,57570,Jeff Seeman,Line Judge,45,23,2018090902,REG,2018,1
2018_01_CIN_IND,57570,Keith Ferguson,Back Judge,61,68,2018090902,REG,2018,1
2018_01_CIN_IND,57570,Boris Cheek,Side Judge,41,26,2018090902,REG,2018,1
2018_01_TEN_MIA,57571,Dale Shaw,Field Judge,104,29,2018090903,REG,2018,1
2018_01_TEN_MIA,57571,Tony Steratore,Back Judge,112,131,2018090903,REG,2018,1
2018_01_TEN_MIA,57571,Jonah Monroe,Side Judge,120,148,2018090903,REG,2018,1
2018_01_TEN_MIA,57571,Jerome Boger,Referee,23,103,2018090903,REG,2018,1
2018_01_TEN_MIA,57571,Bill Schuster,Umpire,129,88,2018090903,REG,2018,1
2018_01_TEN_MIA,57571,Rusty Baynes,Line Judge,59,31,2018090903,REG,2018,1
2018_01_TEN_MIA,57571,Mike Carr,Down Judge,63,168,2018090903,REG,2018,1
2018_01_SF_MIN,57572,Gregory Wilson,Back Judge,119,97,2018090904,REG,2018,1
2018_01_SF_MIN,57572,Brad Freeman,Side Judge,88,25,2018090904,REG,2018,1
2018_01_SF_MIN,57572,Clay Martin,Referee,19,46,2018090904,REG,2018,1
2018_01_SF_MIN,57572,Danny Short,Down Judge,113,172,2018090904,REG,2018,1
2018_01_SF_MIN,57572,David Meslow,Field Judge,118,92,2018090904,REG,2018,1
2018_01_SF_MIN,57572,Fred Bryan,Umpire,11,98,2018090904,REG,2018,1
2018_01_SF_MIN,57572,Kent Payne,Line Judge,79,28,2018090904,REG,2018,1
2018_01_HOU_NE,57573,Tim Podraza,Line Judge,47,123,2018090905,REG,2018,1
2018_01_HOU_NE,57573,Todd Prukop,Back Judge,30,120,2018090905,REG,2018,1
2018_01_HOU_NE,57573,Keith Washington,Field Judge,7,75,2018090905,REG,2018,1
2018_01_HOU_NE,57573,Tony Corrente,Referee,99,37,2018090905,REG,2018,1
2018_01_HOU_NE,57573,Ryan Dickson,Side Judge,25,169,2018090905,REG,2018,1
2018_01_HOU_NE,57573,Patrick Turner,Down Judge,13,70,2018090905,REG,2018,1
2018_01_HOU_NE,57573,Alan Eck,Umpire,0,154,2018090905,REG,2018,1
2018_01_TB_NO,57574,David Oliver,Down Judge,24,170,2018090906,REG,2018,1
2018_01_TB_NO,57574,Mark Pellis,Umpire,131,85,2018090906,REG,2018,1
2018_01_TB_NO,57574,Perry Paganelli,Back Judge,46,115,2018090906,REG,2018,1
2018_01_TB_NO,57574,Julian Mapp,Line Judge,10,101,2018090906,REG,2018,1
2018_01_TB_NO,57574,John Parry,Referee,132,47,2018090906,REG,2018,1
2018_01_TB_NO,57574,Matthew Edwards,Field Judge,96,178,2018090906,REG,2018,1
2018_01_TB_NO,57574,Michael Banks,Side Judge,72,20,2018090906,REG,2018,1
2018_01_JAX_NYG,57575,Jerod Phillips,Down Judge,0,155,2018090907,REG,2018,1
2018_01_JAX_NYG,57575,Adrian Hill,Side Judge,29,10,2018090907,REG,2018,1
2018_01_JAX_NYG,57575,Scott Helverson,Back Judge,93,83,2018090907,REG,2018,1
2018_01_JAX_NYG,57575,Carl Johnson,Line Judge,101,117,2018090907,REG,2018,1
2018_01_JAX_NYG,57575,Jeff Lamberth,Field Judge,21,27,2018090907,REG,2018,1
2018_01_JAX_NYG,57575,Craig Wrolstad,Referee,4,24,2018090907,REG,2018,1
2018_01_JAX_NYG,57575,Paul King,Umpire,121,67,2018090907,REG,2018,1
2018_01_KC_LAC,57576,Ramon George,Umpire,128,153,2018090908,REG,2018,1
2018_01_KC_LAC,57576,Joe Larrew,Field Judge,73,60,2018090908,REG,2018,1
2018_01_KC_LAC,57576,Dyrol Prioleau,Side Judge,109,81,2018090908,REG,2018,1
2018_01_KC_LAC,57576,Walt Coleman IV,Line Judge,87,145,2018090908,REG,2018,1
2018_01_KC_LAC,57576,Jim Quirk,Back Judge,5,62,2018090908,REG,2018,1
2018_01_KC_LAC,57576,Clete Blakeman,Referee,34,119,2018090908,REG,2018,1
2018_01_KC_LAC,57576,Dana McKenzie,Down Judge,8,74,2018090908,REG,2018,1
2018_01_WAS_ARI,57577,Jeff Rice,Umpire,44,9,2018090909,REG,2018,1
2018_01_WAS_ARI,57577,Walt Coleman,Referee,65,58,2018090909,REG,2018,1
2018_01_WAS_ARI,57577,Jabir Walker,Side Judge,26,34,2018090909,REG,2018,1
2018_01_WAS_ARI,57577,Greg Yette,Back Judge,38,79,2018090909,REG,2018,1
2018_01_WAS_ARI,57577,Mark Stewart,Line Judge,75,180,2018090909,REG,2018,1
2018_01_WAS_ARI,57577,Greg Gautreaux,Field Judge,80,80,2018090909,REG,2018,1
2018_01_WAS_ARI,57577,Jerry Bergman,Down Judge,91,57,2018090909,REG,2018,1
2018_01_DAL_CAR,57578,Lee Dyer,Back Judge,27,72,2018090910,REG,2018,1
2018_01_DAL_CAR,57578,Terry Brown,Field Judge,43,96,2018090910,REG,2018,1
2018_01_DAL_CAR,57578,Byron Boston,Line Judge,18,8,2018090910,REG,2018,1
2018_01_DAL_CAR,57578,Walt Anderson,Referee,66,19,2018090910,REG,2018,1
2018_01_DAL_CAR,57578,Tom Stephan,Down Judge,68,41,2018090910,REG,2018,1
2018_01_DAL_CAR,57578,Rick Patterson,Side Judge,15,105,2018090910,REG,2018,1
2018_01_DAL_CAR,57578,Carl Paganelli,Umpire,124,84,2018090910,REG,2018,1
2018_01_SEA_DEN,57579,Brian Bolinger,Line Judge,40,167,2018090911,REG,2018,1
2018_01_SEA_DEN,57579,Scott Novak,Field Judge,1,94,2018090911,REG,2018,1
2018_01_SEA_DEN,57579,Jim Mello,Down Judge,48,2,2018090911,REG,2018,1
2018_01_SEA_DEN,57579,Brad Allen,Referee,122,43,2018090911,REG,2018,1
2018_01_SEA_DEN,57579,Terrence Miles,Back Judge,111,139,2018090911,REG,2018,1
2018_01_SEA_DEN,57579,Steve Zimmer,Side Judge,33,116,2018090911,REG,2018,1
2018_01_SEA_DEN,57579,Ruben Fowler,Umpire,71,130,2018090911,REG,2018,1
2018_01_CHI_GB,57580,V. Land Clark,Field Judge,130,158,2018090912,REG,2018,1
2018_01_CHI_GB,57580,Gary Arthur,Line Judge,108,77,2018090912,REG,2018,1
2018_01_CHI_GB,57580,Greg Meyer,Back Judge,78,42,2018090912,REG,2018,1
2018_01_CHI_GB,57580,Eugene Hall,Side Judge,103,108,2018090912,REG,2018,1
2018_01_CHI_GB,57580,Barry Anderson,Umpire,20,21,2018090912,REG,2018,1
2018_01_CHI_GB,57580,Carl Cheffers,Referee,51,3,2018090912,REG,2018,1
2018_01_CHI_GB,57580,Hugo Cruz,Down Judge,94,82,2018090912,REG,2018,1
2018_01_NYJ_DET,57581,Michael Spanier,Down Judge,90,91,2018091000,REG,2018,1
2018_01_NYJ_DET,57581,Mearl Robinson,Field Judge,31,166,2018091000,REG,2018,1
2018_01_NYJ_DET,57581,Mark Perlman,Line Judge,9,49,2018091000,REG,2018,1
2018_01_NYJ_DET,57581,Bill Vinovich,Referee,52,4,2018091000,REG,2018,1
2018_01_NYJ_DET,57581,Steve Patrick,Back Judge,17,143,2018091000,REG,2018,1
2018_01_NYJ_DET,57581,Bruce Stritesky,Umpire,102,50,2018091000,REG,2018,1
2018_01_NYJ_DET,57581,Gary Cavaletto,Side Judge,60,128,2018091000,REG,2018,1
2018_01_LA_OAK,57582,Anthony Josselyn,Back Judge,67,156,2018091001,REG,2018,1
2018_01_LA_OAK,57582,Scott Edwards,Side Judge,3,7,2018091001,REG,2018,1
2018_01_LA_OAK,57582,Ronald Torbert,Referee,62,104,2018091001,REG,2018,1
2018_01_LA_OAK,57582,Sarah Thomas,Down Judge,53,107,2018091001,REG,2018,1
2018_01_LA_OAK,57582,Jimmy Buchanan,Field Judge,86,35,2018091001,REG,2018,1
2018_01_LA_OAK,57582,Mark Steinkerchner,Line Judge,84,56,2018091001,REG,2018,1
2018_01_LA_OAK,57582,Dan Ferrell,Umpire,64,61,2018091001,REG,2018,1
2018_02_BAL_CIN,57583,Terry Brown,Field Judge,43,96,2018091300,REG,2018,2
2018_02_BAL_CIN,57583,Rick Patterson,Side Judge,15,105,2018091300,REG,2018,2
2018_02_BAL_CIN,57583,Walt Anderson,Referee,66,19,2018091300,REG,2018,2
2018_02_BAL_CIN,57583,Tom Stephan,Down Judge,68,41,2018091300,REG,2018,2
2018_02_BAL_CIN,57583,Byron Boston,Line Judge,18,8,2018091300,REG,2018,2
2018_02_BAL_CIN,57583,Lee Dyer,Back Judge,27,72,2018091300,REG,2018,2
